id,name,address,inec_code,state_name,state_id,state_inec_code,cscdb_country_id,cscdb_country_code,cscdb_country_name
612,Oyo East,"Akuinlemu, Oyo",,OYO STATE,31,OY,161,NG,Nigeria
613,Oyo West,"Along Iseyin Road, Opp. Pastoral School, Isokun",,OYO STATE,31,OY,161,NG,Nigeria
614,Saki East,"Ile Maye, Opp. Former Lga Secretariat, Ago-Amodu",,OYO STATE,31,OY,161,NG,Nigeria
615,Saki West,"Saki-Oje Owode Road, Opp. Baptist High School, Saki",,OYO STATE,31,OY,161,NG,Nigeria
616,Surulere,"Iregba Road, Iresa Adu",,OYO STATE,31,OY,161,NG,Nigeria
617,Barkin Ladi,"Lawrence Onoja Rd, Near Barkin Ladi Police Station B/Ladi",,PLATEAU STATE,32,PL,161,NG,Nigeria
618,Bassa,"Behind Jaiyi Filling Station, Adjacent First Bank, Rukuba, Bassa",,PLATEAU STATE,32,PL,161,NG,Nigeria
619,Bokkos,"Along The Chief Magistrate Court, Bokkos",,PLATEAU STATE,32,PL,161,NG,Nigeria
620,Jos East,"Beside Divisional Police H/Q, Agwanre",,PLATEAU STATE,32,PL,161,NG,Nigeria
621,Jos North,"Former Jos North Lga Secretariat, Opp. Gbong Gwom Jos",,PLATEAU STATE,32,PL,161,NG,Nigeria
622,Jos South,"Jos-South, Adjacent To Dadin Kown Comprehensive Health Centre, Dadin Kowa (LAST Gate) Jos",,PLATEAU STATE,32,PL,161,NG,Nigeria
623,Kanam,"Close To The Divisional Police Station, Dengi-Former Sdp Secretariat, Dengi",,PLATEAU STATE,32,PL,161,NG,Nigeria
624,Kanke,"Kanke Opposite Lga Secretaria, Kwal",,PLATEAU STATE,32,PL,161,NG,Nigeria
625,Lantang North,"Old Sdp Secretariat, Shendam Road, L/North Lga",,PLATEAU STATE,32,PL,161,NG,Nigeria
626,Lantang South,"Behind Market, Mabudi",,PLATEAU STATE,32,PL,161,NG,Nigeria
627,Mangu,"Mangu Opposite Alh. Manu Block Industry, Near Mwansat Bridget, Jos Road, Mangu",,PLATEAU STATE,32,PL,161,NG,Nigeria
628,Mikang,"Adjacent Police Station, Mikang",,PLATEAU STATE,32,PL,161,NG,Nigeria
629,Pankshin,"Pankshin, Behind State Low Cost, Panksin",,PLATEAU STATE,32,PL,161,NG,Nigeria
630,Qua'an-Pan,"Qua'an-Pan Ba'ap Before Police Divisional Office, Behind Zonal Educational Office, Qua'an-Pan",,PLATEAU STATE,32,PL,161,NG,Nigeria
631,Riyom,"Riyom, Opp. Govt. Sec. School, Riyom Lga.",,PLATEAU STATE,32,PL,161,NG,Nigeria
632,Shendam,"Behind Divisional Police Hqtrs, Shendam",,PLATEAU STATE,32,PL,161,NG,Nigeria
633,Wase,"Adj Acent To The Lga Secretariat, Wase",,PLATEAU STATE,32,PL,161,NG,Nigeria
634,Abua Odual,"Opp. Nigeria Police Station, By Round About, Ayama, Abua-Odual Lga",,RIVERS STATE,33,RV,161,NG,Nigeria
635,Ahodada East,"Along Omoku Road, Opp. The Nigeria Police Station, Ahoada East",,RIVERS STATE,33,RV,161,NG,Nigeria
636,Ahodada West,"Opp. The Roman Catholic Church, Akinima, Ahoada West",,RIVERS STATE,33,RV,161,NG,Nigeria
637,Akuku-Toru,"24, Young Briggs, Onubio-Briggs Compound, Abonnema/Obonoma Road, Akuku-Toru",,RIVERS STATE,33,RV,161,NG,Nigeria
638,Andoni,"Inside The Lga Secretariat, Anodni",,RIVERS STATE,33,RV,161,NG,Nigeria
639,Asaritoru,"Buguma Sandfilled, Near The Police Station, Buguma City",,RIVERS STATE,33,RV,161,NG,Nigeria
640,Bonny,"Opp. The Lg Council Staff Lodge, Bonny Island",,RIVERS STATE,33,RV,161,NG,Nigeria
641,Degema,"Inside The Lga Secretariat, Degema",,RIVERS STATE,33,RV,161,NG,Nigeria
642,Eleme,"Located At Ogale, Eleme Lga",,RIVERS STATE,33,RV,161,NG,Nigeria
643,Emohua,"Inside The Lga Secretarit, Emohua",,RIVERS STATE,33,RV,161,NG,Nigeria
644,Etche,"Inside The Lga Secretarit, Okehi, Etche",,RIVERS STATE,33,RV,161,NG,Nigeria
645,Gokana,"Inside The Divisional Police Hq In Kpor, Gokana",,RIVERS STATE,33,RV,161,NG,Nigeria
646,Ikwere,"Inside The Lga, Isiokpo, Ikwerre",,RIVERS STATE,33,RV,161,NG,Nigeria
647,Khana,"Behind Counil's Mechanic Shed, Khana Lga",,RIVERS STATE,33,RV,161,NG,Nigeria
648,Obio/Akpor,"Inside The Lga Rumuodomaya, Obio/Akpor",,RIVERS STATE,33,RV,161,NG,Nigeria
649,Ogu/Bolo,"Inside The Lga Secretariat, Along Ogu Majoe Road",,RIVERS STATE,33,RV,161,NG,Nigeria
650,Okirika,"Inside The Lga Secretariat, Behind Nuleg Office, Okirika",,RIVERS STATE,33,RV,161,NG,Nigeria
651,Omuma,"Umualika, Eberi Omuma Lga",,RIVERS STATE,33,RV,161,NG,Nigeria
652,Ogba/Egbema/Ndony,"Inside The Lga Secrtariat, Behind The Educaton Authority Office, One Lga",,RIVERS STATE,33,RV,161,NG,Nigeria
653,Opobo/Nkoro,"5 Opobo New Layout, Opp. Cottage Hospital, Opobo Town",,RIVERS STATE,33,RV,161,NG,Nigeria
654,Oyigbo,"Inside The Lga Secretariat, Oyigbo",,RIVERS STATE,33,RV,161,NG,Nigeria
655,Phalga,"49 Aba Road, By Eastern Garden Rest Port Harcourt",,RIVERS STATE,33,RV,161,NG,Nigeria
656,Tai,"Botem Road, Beside Tai Lga, Secretariat, Saakpenwa.",,RIVERS STATE,33,RV,161,NG,Nigeria
657,Ardo Kola,"Sunkani, Opp. Lga Secretariat, Ardo Kola",,TARABA STATE,35,TR,161,NG,Nigeria
658,Bali,"Opp. Govt. Lodge, Bali",,TARABA STATE,35,TR,161,NG,Nigeria
659,Donga,"Lga Secretariat, Donga",,TARABA STATE,35,TR,161,NG,Nigeria
660,Gashaka,"Opp. Police Station, Gashaka",,TARABA STATE,35,TR,161,NG,Nigeria
661,Gassol,"Mutum Biyu, No. 2 Malam Lamu Street, Gassol Lga",,TARABA STATE,35,TR,161,NG,Nigeria
662,Ibi,"Ibi Lga Secretariat, Bib Lga",,TARABA STATE,35,TR,161,NG,Nigeria
663,Jalingo,"Wuro Sembe Road, Jalingo Lga",,TARABA STATE,35,TR,161,NG,Nigeria
664,Karim Lamido,"New Market Road, Karim Lamido",,TARABA STATE,35,TR,161,NG,Nigeria
665,Kurmi,"Baissa, Adjacent Pace Hotel, Kurmi Lga",,TARABA STATE,35,TR,161,NG,Nigeria
666,Lau,"Behind Lga Secretariat, Lau Lga",,TARABA STATE,35,TR,161,NG,Nigeria
667,Sardauna,"Gembu, Kabri Road, Sardauna Lga",,TARABA STATE,35,TR,161,NG,Nigeria
668,Takum,"Yola Road, Takum",,TARABA STATE,35,TR,161,NG,Nigeria
669,Ussa,"Lissam, Takum - Ussa Road, Ussa",,TARABA STATE,35,TR,161,NG,Nigeria
670,Wukari,"Wukari, Takum Road, Wukari",,TARABA STATE,35,TR,161,NG,Nigeria
671,Yorro,"Near Lga Secretariat, Pantisawa Lga",,TARABA STATE,35,TR,161,NG,Nigeria
672,Zing,"Hospital Road, Zing Lga",,TARABA STATE,35,TR,161,NG,Nigeria
673,Special Area Ussa,"Yangtu Development Arae, Dev. Area Secretariat, Ussa, Kwambai",,TARABA STATE,35,TR,161,NG,Nigeria
674,Bade,"Opp. Gss Cashua, Nguru Road, Gashua",,YOBE STATE,36,YB,161,NG,Nigeria
675,Bursari,Adjacent Police Station Dapchi,,YOBE STATE,36,YB,161,NG,Nigeria
676,Damaturu,"Opp. Yobe Savings And Loans Potiskum Road, Damaturu",,YOBE STATE,36,YB,161,NG,Nigeria
677,Fune,"Bakati, Damagum",,YOBE STATE,36,YB,161,NG,Nigeria
678,Fika,"Behind Lga Secretariat, Mainai Fika",,YOBE STATE,36,YB,161,NG,Nigeria
679,Geidam,"Adjacent State Polytechnic, Gashua Road, Geidam",,YOBE STATE,36,YB,161,NG,Nigeria
680,Gujba,"Damaturu Road, Op. Police Divisional Office, Buni Yadi",,YOBE STATE,36,YB,161,NG,Nigeria
681,Gulani,Adjacent Bara Central Primary School Bara,,YOBE STATE,36,YB,161,NG,Nigeria
682,Jakusko,"Opp. Gss, Jakusko, Gashua Road, Jakusko",,YOBE STATE,36,YB,161,NG,Nigeria
683,Karasuwa,"Local Education Authority, Gashua Road, Jaji Maji",,YOBE STATE,36,YB,161,NG,Nigeria
684,Machina,"Bakin Kasuwa Viewing Centre, Machina",,YOBE STATE,36,YB,161,NG,Nigeria
685,Nangere,House No. 10 Gra Sabongari Nangere.,,YOBE STATE,36,YB,161,NG,Nigeria
686,Nguru,Adjacent Lga Sabongari Nangere,,YOBE STATE,36,YB,161,NG,Nigeria
687,Potiskum,"Pitiskum Gashua Road, Near Grains Market, Potiskum",,YOBE STATE,36,YB,161,NG,Nigeria
688,Tramuwa,"Gashua Road, Babbangida",,YOBE STATE,36,YB,161,NG,Nigeria
689,Yunusari,"Adjacent Central Primary School, Kanamma",,YOBE STATE,36,YB,161,NG,Nigeria
690,Yusufari,"Opp. Lga Secretariat, Yusu-Fari",,YOBE STATE,36,YB,161,NG,Nigeria
691,Anka,"Off Emir's Palace, Anka",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
692,Bakura,"Along Emir's Palace, Bakura",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
693,Birnin Magaji,"Opp. Police Station, Binin Magaji",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
694,Bukkuyum,"Opp. Motor Park, Bukkuyum",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
695,Bungudu,Opp. Lga Secretairat Bungudu,,ZAMFARA STATE,37,ZF,161,NG,Nigeria
696,Gummi,"Opp. High Court, Gummi",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
697,Gusau,"Tudun Wada, Along Kaura Namoda Road, Gusa",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
698,Kaura-Namoda,"Opp. Kaura Namoda Police Station, K/Namoda",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
699,Maradun,Off Maradun Lga Secretariat,,ZAMFARA STATE,37,ZF,161,NG,Nigeria
700,Maru,"Opp. College Of Education, Maru",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
701,Shinkafi,"Along Isa Road, Shinkafi",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
702,Talata-Mafara,Behind Police Station T/Mafara,,ZAMFARA STATE,37,ZF,161,NG,Nigeria
703,Tsafe,"Opposite Police Station, Tsafe",,ZAMFARA STATE,37,ZF,161,NG,Nigeria
704,Zurmi,Opposite Lga Secretariat Zurmi,,ZAMFARA STATE,37,ZF,161,NG,Nigeria
