id,name,address,inec_code,state_name,state_id,state_inec_code,cscdb_country_id,cscdb_country_code,cscdb_country_name
1,Aba North,"C/O Local Government Council Secretariat, Eziama, Aba North",,ABIA STATE,1,AB,161,NG,Nigeria
2,Aba South,"C/O Local Government Council Secretariat, Beside Chairman's Office",,ABIA STATE,1,AB,161,NG,Nigeria
3,Arochukwu,"Local Government Area Secretariat, Complex-Barracks Road, Nkwunabo Amanagwu, Arochukwu",,ABIA STATE,1,AB,161,NG,Nigeria
4,Bende,"C/O Local Government Area Secretariat,  Bende",,ABIA STATE,1,AB,161,NG,Nigeria
5,Ikwano,"Local Government Council Secretariat, Isiala Oboro Ikwuano",,ABIA STATE,1,AB,161,NG,Nigeria
6,Isiukwuato,"C/O Local Government Council Secretariat,  Mbalano, Isiukwuato, Isiukwuato",,ABIA STATE,1,AB,161,NG,Nigeria
7,Isiala Ngwa North,"C/O Local Government Council Secretariat,  Obikabia, Okpuala Ngwa",,ABIA STATE,1,AB,161,NG,Nigeria
8,Isiala Ngwa South,"Umuoba Council Secretariat, Isiala Ngwa",,ABIA STATE,1,AB,161,NG,Nigeria
9,Ohafia,"Opposite Ohafia Girls Secondary School Village, Amaekpu, Ohafia",,ABIA STATE,1,AB,161,NG,Nigeria
10,Osisioma,"C/O Local Government Council Secretariat,  Osisioma",,ABIA STATE,1,AB,161,NG,Nigeria
11,Ugwunagbo,"C/O Local Government Council Secretariat,  Osusu-Aku, Ugwunagbo",,ABIA STATE,1,AB,161,NG,Nigeria
12,Ukwa East,"C/O Local Government Council Secretariat,  Along Akwaaete Road, Akwaete",,ABIA STATE,1,AB,161,NG,Nigeria
13,Ukwa West `,"C/O Local Government Council Secretariat,  Oke-Ikpe",,ABIA STATE,1,AB,161,NG,Nigeria
14,Umuahia North,"No 5 Adelabu Street, Umuahia",,ABIA STATE,1,AB,161,NG,Nigeria
15,Umuahia South,"C/O Local Government Council Secretariat,  Apumiri Ubakala, Umuahia South",,ABIA STATE,1,AB,161,NG,Nigeria
16,Obi-Ngwa,"C/O Local Government Council Secretariat,  Amuzu Ohanze Eastern Ngwa",,ABIA STATE,1,AB,161,NG,Nigeria
17,Umunneochi,"C/O Local Government Council Secretariat,  Nkwoagwu Isuochi, Umunneochi",,ABIA STATE,1,AB,161,NG,Nigeria
18,Demsa,"Along Gombe Road, Demsa Town, Demsa Local Govt. Area",,ADAMAWA STATE,2,AD,161,NG,Nigeria
19,Fufore,"Gurin Road, Adjacent Local Govt. Guest House, Fufore Local Govt. Area",,ADAMAWA STATE,2,AD,161,NG,Nigeria
20,Ganye,"Along Federal Government College, Ganye Road, Ganye Lga",,ADAMAWA STATE,2,AD,161,NG,Nigeria
21,Girei,"Adjacent Local Govt. Guest Road, Girei Local Govt. Area",,ADAMAWA STATE,2,AD,161,NG,Nigeria
22,Gombi,"Sangere Gombi, Aong Yola Road, Gombi L.G.A",,ADAMAWA STATE,2,AD,161,NG,Nigeria
23,Guyukk,"Palamale Nepa Ward Guyuk Town, Guyuk Local Govt. Area",,ADAMAWA STATE,2,AD,161,NG,Nigeria
24,Hong,"Opposite Cottage Hospital Shangui Ward, Hong Local Govt. Area",,ADAMAWA STATE,2,AD,161,NG,Nigeria
25,Jada,"Old Secretariat, Jada Along Ganye Road, Jada",,ADAMAWA STATE,2,AD,161,NG,Nigeria
26,Lamurde,"Lafiya Lamurde Road, Lamurde Local Govt. Area",,ADAMAWA STATE,2,AD,161,NG,Nigeria
27,Madagali,"Palace Road, Gulak, Near Gulak Police Station, Madagali Lga",,ADAMAWA STATE,2,AD,161,NG,Nigeria
28,Maiha,"Behind Local Govt. Secretariat, Mayonguli Ward, Maiha",,ADAMAWA STATE,2,AD,161,NG,Nigeria
29,Mayo Belwa,Jalingo Road Near Maternity Mayo Belwa Lga,,ADAMAWA STATE,2,AD,161,NG,Nigeria
30,Michika,Michika Bye-Pass Zaibadari Ward Michika Lga,,ADAMAWA STATE,2,AD,161,NG,Nigeria
31,Mubi North,"Inside Local Govt. Secretariat, Mubi North",,ADAMAWA STATE,2,AD,161,NG,Nigeria
32,Mubi South,"Lumore Street, Opposite District Head's Palace, Gela, Mubi South",,ADAMAWA STATE,2,AD,161,NG,Nigeria
33,Numan,"Councilors Quarters, Off Jalingo Road, Numan Lga",,ADAMAWA STATE,2,AD,161,NG,Nigeria
34,Toungo,"Barade Road, Oppoiste Sss Office, Toungo",,ADAMAWA STATE,2,AD,161,NG,Nigeria
35,Shellenge,"Old Local Govt Secretariat Street, Shelleng Town, Shelleng Lga",,ADAMAWA STATE,2,AD,161,NG,Nigeria
36,Song,"Opp. Cattage Hospital Yola Road, Song Local Govt. Area",,ADAMAWA STATE,2,AD,161,NG,Nigeria
37,Yola North,"No. 7 Demsawo Street, Demsawo Ward, Yola North Lga",,ADAMAWA STATE,2,AD,161,NG,Nigeria
38,Yola South,"Yola Bye-Pass Fufore Road Opp. Aliyu Mustapha College, Bako Ward, Yola Town, Yola South Lga",,ADAMAWA STATE,2,AD,161,NG,Nigeria
39,Abak,"Old Party Secretariat, Stadium Road, Abak Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
40,Easthern Obolo,"Okoro Mboho Community, Eastern Obolo",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
41,Eket,"Former Party House, Oron Road, Eket Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
42,Esit Eket,"Old Party Secretariat, Ikpa, Esit Eket Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
43,Essien Udim,"Former Party Office, Ikot Ebak, Essien Udim Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
44,Etim Ekpo,"Lga Secretariat, Ika Road, Utu Etim Ekpo Etim",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
45,Etinan,"77 Hospital Road, Etinan, Etinan",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
46,Ibeno,"Low Cost Housing Estate, Upenekang, Ibeno Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
47,Ibesikpo Asutan,"Eket Road, Mbak Ekpe, Ibesikpo, Autan Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
48,Ibiono Ibom,"Hosing Estate, Oko Ita, Ibiono Ibom Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
49,Ika,"Urua Inyang, Ika Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
50,Ikono,"Ibiaku Ntok Okpo, Ikono Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
51,Ikot Abbi,"14 Uac Road, Ikot Abasi",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
52,Ikot Ekpene,"Obong Attah Low Cost Housing Estate, Off Aba Road, Ikot Ekpene Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
53,Ini,"Opposite Lga Secretariat, Odoro, Ikpe, Ini",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
54,Itu,"Old Party Secretariat, Mbak Atal Item, Itu Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
55,Mbo,"Ibaka Road, Opp. Lga Secretariat",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
56,Mkpatenin,"Mkpat Enin, Mkpat Enin Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
57,Nsit Atai,"Odot, Nsit Atai Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
58,Nsit Ibom,"Afaha Offiong, Nsit, Nsit Ibom Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
59,Nsit Ubium,"Ikot Edibon, Nsit Ubium Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
60,Obot Akara,"Low Cost Housing Estate, Nto Edino, Obot Akara Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
61,Okobo,"Oron Road, Opp. Low Cost Housing Estate, Okobo Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
62,Onna,"Old Sdp Party House, Okat, Onna Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
63,Oron,"1 Barr. J.J. Edem Avenue, Oron",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
64,Oruk Anam,"Beside Lg. Secretariat, Ikot Ibritam, Oruk Anam",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
65,Udung Uko,"Egbuhu Road, Eyo Atai, Udung Uko Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
66,Ukanafun,"Low Cost Housing Estate, Ikot Akpa Nkuk, Ukanafun Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
67,Urun,"Mbak Road, Idu Uruan Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
68,Urue Offong/Oruko,"Eket Road, Urueffong, Uruoeffong Oruko Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
69,Uyo,"Beside State Police Hq. Ikot Akpan Ibia, Uyo Lga",,AKWA IBOM STATE,3,AK,161,NG,Nigeria
70,Aguota,"Mgbu-Okpo Village, Ekwulobia",,ANAMBRA STATE,4,AN,161,NG,Nigeria
71,Anamabra East,Otuocha Before Anambra East Lga Secretariat,,ANAMBRA STATE,4,AN,161,NG,Nigeria
72,Anamabra West,"Anambra West Lga Secretariat, Nzam",,ANAMBRA STATE,4,AN,161,NG,Nigeria
73,Anocha,"Anocha Lga Secretariat, Neni",,ANAMBRA STATE,4,AN,161,NG,Nigeria
74,Awka North,"Akwa North Lga Secretariat, Achalla",,ANAMBRA STATE,4,AN,161,NG,Nigeria
75,Awka South,"Adjacent State Police Command, Old Government Station",,ANAMBRA STATE,4,AN,161,NG,Nigeria
76,Ayamelum,"Ayamelum  Lga Secretariat, Anaku",,ANAMBRA STATE,4,AN,161,NG,Nigeria
77,Dunukofia,"Adjacent Oye Market, Ukpo",,ANAMBRA STATE,4,AN,161,NG,Nigeria
78,Ekwusigo,"Premises Of Ekwusigo Lga, Onitsha Owerri Road, Ozubulu",,ANAMBRA STATE,4,AN,161,NG,Nigeria
79,Idemili North,"Adjacent Lga Secretariat, Ogidi",,ANAMBRA STATE,4,AN,161,NG,Nigeria
80,Idemili South,"Idemili South Lga Secretariat, Ogidi",,ANAMBRA STATE,4,AN,161,NG,Nigeria
81,Ihiala,"Ihiala  Lga Secretariat, Ihiala",,ANAMBRA STATE,4,AN,161,NG,Nigeria
82,Njikoka,"Abagana/Enugwu Agidi Road, Ndiiagu Village, Abagana",,ANAMBRA STATE,4,AN,161,NG,Nigeria
83,Nnewi North,"Adjacent Lga Secretariat, Nnewi",,ANAMBRA STATE,4,AN,161,NG,Nigeria
84,Nnewi South,"Ukpor Progressive Union Building, Along Central School Ukpor Road, Ukpor",,ANAMBRA STATE,4,AN,161,NG,Nigeria
85,Ogbaru,"Onitsha Atani-Osomala Ogwukpele Road, Atani Lga Secretariat, Atani",,ANAMBRA STATE,4,AN,161,NG,Nigeria
86,Onitsha North,"Old Temporary State Office, Okpuno Road, Awka",,ANAMBRA STATE,4,AN,161,NG,Nigeria
87,Onitsha South,"Old Temporary State Office, Okpuno Road, Awka",,ANAMBRA STATE,4,AN,161,NG,Nigeria
88,Orumba North,"Judiciary Premises Before Lga Secretariat, Ajalli",,ANAMBRA STATE,4,AN,161,NG,Nigeria
89,Orumba South,"Ajalli-Umunze Road, Ajacent Police Station, Umunze",,ANAMBRA STATE,4,AN,161,NG,Nigeria
90,Oyi,"Oyi  Lga Secretariat, Nteje",,ANAMBRA STATE,4,AN,161,NG,Nigeria
91,Alkaleri,"Along Bauchi Road, Alkaleri",,BAUCHI STATE,5,BA,161,NG,Nigeria
92,Bauchi,"Kofar Ran, Opp. Urban Maternity, Adamu Ajiya Road, Bauchi",,BAUCHI STATE,5,BA,161,NG,Nigeria
93,Bogoro,"Opp. Lga Secretariat, Bogoro",,BAUCHI STATE,5,BA,161,NG,Nigeria
94,Dambam,"Off Kano-Maiduguri Road, Dambam",,BAUCHI STATE,5,BA,161,NG,Nigeria
95,Darazo,"Near V.I.O Office, Off Maiduguri Road, Darazo",,BAUCHI STATE,5,BA,161,NG,Nigeria
96,Dass,"Along Dunkurma Street, Opp. Library, Dass",,BAUCHI STATE,5,BA,161,NG,Nigeria
97,Gamawa,"Along Kano Road, Kafin Madaki",,BAUCHI STATE,5,BA,161,NG,Nigeria
98,Glade,"Along Kano Road, Glade",,BAUCHI STATE,5,BA,161,NG,Nigeria
99,Itas/Gadua,"Along Atafowa Road, Itas",,BAUCHI STATE,5,BA,161,NG,Nigeria
100,Jama'are,"Near Water Board, Jama'are",,BAUCHI STATE,5,BA,161,NG,Nigeria
101,Katagum,"Along Azare Bulkachuwa Road, Azare",,BAUCHI STATE,5,BA,161,NG,Nigeria
102,Kirfi,"Adjacent Kirfi Police Station, Along Kirfi, Badara Road, Kirfi",,BAUCHI STATE,5,BA,161,NG,Nigeria
103,Misau,"Along Kano Road, Misau",,BAUCHI STATE,5,BA,161,NG,Nigeria
104,Ningi,"Opp. Ningi Police Station, Along Kano Road, Ningi",,BAUCHI STATE,5,BA,161,NG,Nigeria
105,Shira,"Along Glade-Misau Road, Shira",,BAUCHI STATE,5,BA,161,NG,Nigeria
106,Tafawa Balewa,"Along Gital/Bununu Road, Tafawa/Balewa Lga",,BAUCHI STATE,5,BA,161,NG,Nigeria
107,Toro,"Lga Secretariat Road, Near First Bank, Toro",,BAUCHI STATE,5,BA,161,NG,Nigeria
108,Warji,"Unguwar Gandu (Makera) Opp. Warji Micro-Finance Bank, Warji",,BAUCHI STATE,5,BA,161,NG,Nigeria
109,Zaki,"Old Secretariat, Katagum, Adjascent Zaki Lga Secretariat, Katagum",,BAUCHI STATE,5,BA,161,NG,Nigeria
110,Brass,Twon-Brass Brass Lga,,BAYELSA STATE,6,BY,161,NG,Nigeria
111,Ekeremor,"Ekeremor Town, Ekeremor Lga",,BAYELSA STATE,6,BY,161,NG,Nigeria
112,Kolokuma/Opokuma,Kolokuma/Opokuma,,BAYELSA STATE,6,BY,161,NG,Nigeria
113,Ogbia,"Ogbia Town, Ogbla Lga",,BAYELSA STATE,6,BY,161,NG,Nigeria
114,Nembe,"Nembe Town, Nembe Lga",,BAYELSA STATE,6,BY,161,NG,Nigeria
115,Sagbama,"Sagbama Town, Sagbama Lga",,BAYELSA STATE,6,BY,161,NG,Nigeria
116,Southern Ijaw,"Oporoma Town, Southern Ijaw Lga",,BAYELSA STATE,6,BY,161,NG,Nigeria
117,Yenagoa,"Amarata Town, Yenagoa Lga",,BAYELSA STATE,6,BY,161,NG,Nigeria
118,Ado Area Office,"Apa-Igumale Road, Opp. Police Station, Igumale",,BENUE STATE,7,BN,161,NG,Nigeria
119,Agatu,"Ilodu House, Opp. Lgea Primary School, Obagaji",,BENUE STATE,7,BN,161,NG,Nigeria
120,Apa,"Sussan Adamu House, Opp. Apama Hotel,Ugbokpo",,BENUE STATE,7,BN,161,NG,Nigeria
121,Buruku," Along Gboko-Buruku Road, Near Youth Centre, Before Police Station, Buruku",,BENUE STATE,7,BN,161,NG,Nigeria
122,Gboko,"Lubona Junction, Gboko-Yandeve Road, Gboko",,BENUE STATE,7,BN,161,NG,Nigeria
123,Guma,"Gbajimba, Daudu Road, Behind Police Station, Opp. Lga Secretariat, Gbajimba",,BENUE STATE,7,BN,161,NG,Nigeria
124,Gwer-East,"Aliade -Mkd Road, Adjacent To Police Station, Aliade",,BENUE STATE,7,BN,161,NG,Nigeria
125,Gwer-West,"Naka Mkd Road, Opp. St. Theresa Primary School, Naka",,BENUE STATE,7,BN,161,NG,Nigeria
126,Katsina Ala,"Behind Katsina Ala High Court, Katsina Ala",,BENUE STATE,7,BN,161,NG,Nigeria
127,Konshisha,"Behind Lg. Secretariat, Tse-Agbelagba",,BENUE STATE,7,BN,161,NG,Nigeria
128,Kwande,"Alongadikpo Kstasina-Ala Road, Near Y Junction, Adikpo",,BENUE STATE,7,BN,161,NG,Nigeria
129,Logo,"Behind Police Station, Ugba",,BENUE STATE,7,BN,161,NG,Nigeria
130,Makurdi,"Along Makurdi Lafia Road, Before Agan, Makurdi",,BENUE STATE,7,BN,161,NG,Nigeria
131,Obi,"Opp. Obarike Mkt, Obarike-Ito, Obi Lga",,BENUE STATE,7,BN,161,NG,Nigeria
132,Ogbadibo,Opp Ogbadibo Lga Secretariat,,BENUE STATE,7,BN,161,NG,Nigeria
133,Ohimini,"Lga Secretariat, Idekpa",,BENUE STATE,7,BN,161,NG,Nigeria
134,Oju,"Adjacent To Oju Lga Quarters, Oju",,BENUE STATE,7,BN,161,NG,Nigeria
135,Okpokwu,"Behind Okpaga Police Station, Along Stadium Road, Okpoga",,BENUE STATE,7,BN,161,NG,Nigeria
136,Otukpo,"Ikobi Village, Adjacent To General Hospital Along Otukpo Makurdi Road, Otukpo",,BENUE STATE,7,BN,161,NG,Nigeria
137,Tarka,"Local Govt. Area Secretariat, Annune",,BENUE STATE,7,BN,161,NG,Nigeria
138,Ushongo,"Ihugh Road, Near Mbagwa Comm. Secondary School, Lessel",,BENUE STATE,7,BN,161,NG,Nigeria
139,Ukum,"Along Zakibiam -Wukari Road, Defunct Sdp Secretariat, Sankera",,BENUE STATE,7,BN,161,NG,Nigeria
140,Vandeikya,"Tafawa Balewa Road, After Police Station Vandeikya",,BENUE STATE,7,BN,161,NG,Nigeria
141,Aniocha North,"Secretariat Road, Ogbenti Quarters, Issele-Uku",,DELTA STATE,10,DT,161,NG,Nigeria
142,Aniocha South,"Post Office Road, Ogwuashi-Uku",,DELTA STATE,10,DT,161,NG,Nigeria
143,Bomadi,"Gra, Near Lga Council Office, Bomadi",,DELTA STATE,10,DT,161,NG,Nigeria
144,Burutu,"Court Road, By Old Jetty Burutu",,DELTA STATE,10,DT,161,NG,Nigeria
145,Ethiope East,"Urhuode Strewet, Isiokolo",,DELTA STATE,10,DT,161,NG,Nigeria
146,Ethiope West,"Otorho Road, After Stadium, Oghara",,DELTA STATE,10,DT,161,NG,Nigeria
147,Ika North,"No 5 Owa-Alero Road, Owa-Oyibo",,DELTA STATE,10,DT,161,NG,Nigeria
148,Ika South,"Lga Secretariat, Abraka Road, Agbor",,DELTA STATE,10,DT,161,NG,Nigeria
149,Isoko North,"No 220 Hospital Road, Ozoro",,DELTA STATE,10,DT,161,NG,Nigeria
150,Isoko South,"D.P.O Road, Oleh",,DELTA STATE,10,DT,161,NG,Nigeria
151,Ndokwa East,"No. 20 Agidigbo Street Umuojugbeli Qtrs, Aboh",,DELTA STATE,10,DT,161,NG,Nigeria
152,Ndokwa West,"Umusadegie Road, Near Oceanic Bank, Kwale",,DELTA STATE,10,DT,161,NG,Nigeria
153,Okpe,"No 49, Orerokpe Road, Opp. Police Station, Okpe",,DELTA STATE,10,DT,161,NG,Nigeria
154,Oshimili North,"Akwukwu/Illah Road, Ogbe-Iyase Qtrs, Akwukwu-Igbo",,DELTA STATE,10,DT,161,NG,Nigeria
155,Oshimili South,"Lga Secretariat, Along Benin-Asaba Express, Asaba",,DELTA STATE,10,DT,161,NG,Nigeria
156,Patani,"By Waterman, Patani",,DELTA STATE,10,DT,161,NG,Nigeria
157,Sapele,"Lga Secretariat, Dafinone Way, Opp. Stadium Sapele",,DELTA STATE,10,DT,161,NG,Nigeria
158,Udu,"A1 & A2 Emorhie Street, Otor-Udu",,DELTA STATE,10,DT,161,NG,Nigeria
159,Ughelli North,"No. 4 Gideon Ubiebor Road, Off Post Office Road, Ughelli",,DELTA STATE,10,DT,161,NG,Nigeria
160,Ughelli South,"Macaulay Close, Off Hospital Road, Out-Jeremi",,DELTA STATE,10,DT,161,NG,Nigeria
161,Ukwuani,"No 171 B, Old Sapale/Agbor Road, Obiaruku",,DELTA STATE,10,DT,161,NG,Nigeria
162,Uvwie,"No 15, Agric Road, Effurum",,DELTA STATE,10,DT,161,NG,Nigeria
163,Warri North,Aja-Gbu-Gbu Quarters Koko,,DELTA STATE,10,DT,161,NG,Nigeria
164,Warri South,"No 50, Esisi Road, Gra, Warri City, Warri",,DELTA STATE,10,DT,161,NG,Nigeria
165,Warri South West,"Arountheghena-Biri Quarters, Ogbe-Ijoh",,DELTA STATE,10,DT,161,NG,Nigeria
166,Abakaliki,Behind Lga Secretariat,,EBONYI STATE,11,EB,161,NG,Nigeria
167,Affikpo North,"Lga Secretariat, Affikpo",,EBONYI STATE,11,EB,161,NG,Nigeria
168,Affikpo South,Inec Area Office Ngugu Edda,,EBONYI STATE,11,EB,161,NG,Nigeria
169,Ebonyi Lga,"Ebonyi Lga Secretariat, Ugbodo",,EBONYI STATE,11,EB,161,NG,Nigeria
170,Ezza North,"Lga Secretariat, Ebiaji",,EBONYI STATE,11,EB,161,NG,Nigeria
171,Ezza South,"Uba/Animal Market Road, Onueke",,EBONYI STATE,11,EB,161,NG,Nigeria
172,Ikwo,"Onuebonyi Echara, Near Lga Hq",,EBONYI STATE,11,EB,161,NG,Nigeria
173,Ishielu,"Ishielu Lga Hq, Ezilo",,EBONYI STATE,11,EB,161,NG,Nigeria
174,Ivo,"Opp. Lga Secretariat, Isiaka",,EBONYI STATE,11,EB,161,NG,Nigeria
175,Izzi,Izzi Lga H/Q Iboko,,EBONYI STATE,11,EB,161,NG,Nigeria
176,Ohaozara,"Ohaozara Lga Secretariat, Obiozara",,EBONYI STATE,11,EB,161,NG,Nigeria
177,Ohaukwu,"Ohaukwu Lga H/Q, Ezzamgbo",,EBONYI STATE,11,EB,161,NG,Nigeria
178,Onicha,"Onicha Lga Secretariat, Abakaliki Road, Isu",,EBONYI STATE,11,EB,161,NG,Nigeria
179,Akoko Edo,"Lga Head Centre Complex Okpe Road, Igarra",,EDO STATE,12,ED,161,NG,Nigeria
180,Egor,"Obazee Close, Off Osayande Street, Behind Uselue Sec. School Uselu",,EDO STATE,12,ED,161,NG,Nigeria
181,Esan Central,"Along New Road, Beside Federal Ministry Of Agric, Irrua",,EDO STATE,12,ED,161,NG,Nigeria
182,Esan North East,"20, General Hospital Road, Agbor Road, Uromi",,EDO STATE,12,ED,161,NG,Nigeria
183,Esan South East,"Secretariat Road, Opp. Council Secretariat, Ubiaja",,EDO STATE,12,ED,161,NG,Nigeria
184,Esan West,"Ukun Road, Old Sdp Secretariat, Ekpoma",,EDO STATE,12,ED,161,NG,Nigeria
185,Etsako Central,"Ogbiadumeh Way, Opp. General Hospital, Agenebode",,EDO STATE,12,ED,161,NG,Nigeria
186,Etsako East,"Upland Area, Opp. General Hospitalk, Agenebode",,EDO STATE,12,ED,161,NG,Nigeria
187,Etsakowest,"Secretariat Road, By Lga Office Building, Auchi",,EDO STATE,12,ED,161,NG,Nigeria
188,Igueben,"Behind Catholic Mission Eguare, Igueben",,EDO STATE,12,ED,161,NG,Nigeria
189,Ikpoba Okha,"Along Custom Road, Near Fed, Housing Estate",,EDO STATE,12,ED,161,NG,Nigeria
190,Oredo,"6,Plymouth Road, Near Oba Palace, Benin City",,EDO STATE,12,ED,161,NG,Nigeria
191,Orhionmwon,"Lga Council Premises, Benin-Agbor Road, Abudu",,EDO STATE,12,ED,161,NG,Nigeria
192,Ovia North East,"4, Mission Road, Iyaro Quarters, Okada",,EDO STATE,12,ED,161,NG,Nigeria
193,Ovia North West,"Lga Education Authority Building, Iguobazuwa",,EDO STATE,12,ED,161,NG,Nigeria
194,Owan East,"Along Afuze-Auchi Road, Opp. Osigbo Filling Station, Afuze",,EDO STATE,12,ED,161,NG,Nigeria
195,Owanwest,"Lga Secretariat Premises, Sabongidda Ora",,EDO STATE,12,ED,161,NG,Nigeria
196,Ado,"Secretariat Road, Ado Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
197,Efon,"Rev. Alokan House, Beside Ilesanmi Printing Press, Efon, Alaaye",,EKITI STATE,13,EK,161,NG,Nigeria
198,Ekiti East,"Araromi Quarters, Along Omuo Oke Road, Omuo Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
199,Ekiti South West,"Along Aramoko Road, Beside The Police Station, Ilawe Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
200,Ekiti West,"Near Local Govt. Secretariat, Aramoko Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
201,Emure,Beside Emure Lga Office,,EKITI STATE,13,EK,161,NG,Nigeria
202,Gbonyin,"Opposite Spring Bank, Omuo Road, Ido, Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
203,Ido/Osi,"Ipere Road, Ido, Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
204,Ijero,"Along Ipoti Road, After State Hospital, Ijero Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
205,Ikere,"Ise Orun Road, Ikere",,EKITI STATE,13,EK,161,NG,Nigeria
206,Ikole,"Along Ikole-Omuo Express Way, Ikole, Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
207,Ilejemeje,"First Turning After The Oba's Palace To The Right, Iye",,EKITI STATE,13,EK,161,NG,Nigeria
208,Irepodun/Ifelodun,"Igede Ekiti, Along Awo Road, Beside Lga Secretariat",,EKITI STATE,13,EK,161,NG,Nigeria
209,Ise/Orun,"Ise/Orun Secretariat, Uso Road, Ise Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
210,Moba,"101 Oke Ibukun Street Along Aye Road, Otun Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
211,Oye,"Along Ilodo Street, Oye Ekiti",,EKITI STATE,13,EK,161,NG,Nigeria
212,Aninri,"Within The Lga Secretariat, (Ndi-Abor Road)",,ENUGU STATE,14,EN,161,NG,Nigeria
213,Awgu,Along Old Awgu-Okigwe Road (Within Native Authority Quarters),,ENUGU STATE,14,EN,161,NG,Nigeria
214,Enugu East,"Within The Lga Secretariat, (Nkwonike)",,ENUGU STATE,14,EN,161,NG,Nigeria
215,Enugu South,"Within The Lga Secretariat, (Nnobi Street, Off Zik Avenue)",,ENUGU STATE,14,EN,161,NG,Nigeria
216,Ezeagu,Aguobu-Owa Road (Opp. Police Station),,ENUGU STATE,14,EN,161,NG,Nigeria
217,Igbo-Etiti,Ogbede-Aku Road (Off Enugu Nsukka Express Road),,ENUGU STATE,14,EN,161,NG,Nigeria
218,Igboeze North,Near The Lga Secretariat (Ogurute),,ENUGU STATE,14,EN,161,NG,Nigeria
219,Igboeze South,Near The Lga Secretariat Ibagwa Town,,ENUGU STATE,14,EN,161,NG,Nigeria
220,Isi-Uzo,Near Lga Secretariat Along Ikem Road,,ENUGU STATE,14,EN,161,NG,Nigeria
221,Nkanu East,"Within The Lga Secretariat, Amagunze",,ENUGU STATE,14,EN,161,NG,Nigeria
222,Nkanu West,"Within The Lga Secretariat, Agbani",,ENUGU STATE,14,EN,161,NG,Nigeria
223,Nsukka,"Within The Lga Secretariat, Near Police Station",,ENUGU STATE,14,EN,161,NG,Nigeria
224,Oji River,"Within The Lga Secretariat, Near Mile 2",,ENUGU STATE,14,EN,161,NG,Nigeria
225,Udenu,Along Old Obollo-Afor Road,,ENUGU STATE,14,EN,161,NG,Nigeria
226,Udi,"Udi Town, Along Enugu -Onitsha Old Road",,ENUGU STATE,14,EN,161,NG,Nigeria
227,Uzo-Uwani,Umulokpa Town,,ENUGU STATE,14,EN,161,NG,Nigeria
228,Abaji,"Near Women Model Centre Off Abaji Toto Road, Abaji.",,ABUJA FEDERAL CAPITAL TERRITORY,15,FCT,161,NG,Nigeria
229,Amac,"Near Police Station, Karu Site, Karu Fct",,ABUJA FEDERAL CAPITAL TERRITORY,15,FCT,161,NG,Nigeria
230,Bwari,"Beside Living Faith Church, Jamb Quarters Road, Bwari Fct",,ABUJA FEDERAL CAPITAL TERRITORY,15,FCT,161,NG,Nigeria
231,Gwagwalada,"Beside Area Council Secretariat, Off Sharia Court Road, Gwagwalada",,ABUJA FEDERAL CAPITAL TERRITORY,15,FCT,161,NG,Nigeria
