id,constituency_name,inec_code,constituency_type,composition,collation_centre,state_id,state_inec_code,state_name,cscdb_country_id,cscdb_country_code,cscdb_country_name,parent_constituency_id,parent_constituency_name,parent_constituency_inec_code
155,SAGBAMA II,SC/155/BY,State Constituency,"OSSIAMA WARD 6, SAGBAMA WARD 10, AGORO WARD 11, TORU-EBENI WARD 12",,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
156,SAGBAMA III,SC/156/BY,State Constituency,"ANGALABIRI WARD 2, OFONI I WARD 3, OFONI II, WARD 4, EDEDEBIRI WARD 5",,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
157,SOUTHERN IJAW I,SC/157/BY,State Constituency,"OTUAN, AMASSOMA I, AMASOMMA II, AMASOMMA III",,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
158,SOUTHERN IJAW II,SC/158/BY,State Constituency,"OPOROMA I, OPOROMA II.",,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
159,SOUTHERN IJAW III,SC/159/BY,State Constituency,"WEST BOMA, CENTRAL BOMA I, CENTRAL BOMA II, EAST BOMA I, EAST BOMA II",,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
160,SOUTHERN IJAW IV,SC/160/BY,State Constituency,"OLODIAMA I, OLODIAMA II, FOROPA, APOI, UKUBIE, KOLUAMA",,6,BY,BAYELSA STATE,161,NG,Nigeria,,,
161,ADO,SC/161/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
162,AGBATU,SC/162/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
163,APA,SC/163/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
164,BURUKU,SC/164/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
165,GBOKO I (EAST),SC/165/BN,State Constituency,Ward 01 – 05 & 12 - 17,,7,BN,BENUE STATE,161,NG,Nigeria,,,
166,GBOKO WEST,SC/166/BN,State Constituency,Ward 06 – 10,,7,BN,BENUE STATE,161,NG,Nigeria,,,
167,GUMA,SC/167/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
168,GWER EAST,SC/168/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
169,GWER WEST,SC/169/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
170,KATSINA ALA EAST,SC/170/BN,State Constituency,"Ward 05 – 09, 11 & 12",,7,BN,BENUE STATE,161,NG,Nigeria,,,
171,KATSINA-ALA WEST,SC/171/BN,State Constituency,Ward 01 – 04 & 10,,7,BN,BENUE STATE,161,NG,Nigeria,,,
172,KONSHISHA I (GAAV),SC/172/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
173,KWANDE EAST,SC/173/BN,State Constituency,"Ward 01, 05, 07 & 09 – 12",,7,BN,BENUE STATE,161,NG,Nigeria,,,
174,KWANDE WEST,SC/174/BN,State Constituency,"Ward 02 – 04, 06, 08 & 13 – 15",,7,BN,BENUE STATE,161,NG,Nigeria,,,
175,LOGO,SC/175/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
176,MAKURDI I (NORTH),SC/176/BN,State Constituency,"Ward 01, 05, 07, 09 & 10",,7,BN,BENUE STATE,161,NG,Nigeria,,,
177,MAKURDI SOUTH,SC/177/BN,State Constituency,Ward 01 – 06,,7,BN,BENUE STATE,161,NG,Nigeria,,,
178,OBI,SC/178/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
179,OGBADIBO,SC/179/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
180,OHIMINI,SC/180/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
181,OJU,SC/181/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
182,OKPOKWU,SC/182/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
183,OTUKPO,SC/183/BN,State Constituency,Ward 03 & 05 – 10,,7,BN,BENUE STATE,161,NG,Nigeria,,,
184,OTUKPO NORTH EAST,SC/184/BN,State Constituency,"Ward 1,2,4 & 11-13",,7,BN,BENUE STATE,161,NG,Nigeria,,,
185,TARKA,SC/185/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
186,UKUM I (NGENEV),SC/186/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
187,USHONGO,SC/187/BN,State Constituency,The entire LGA,,7,BN,BENUE STATE,161,NG,Nigeria,,,
188,VANDEIKYA I,SC/188/BN,State Constituency,"Ward 03, 06 – 08, 11 & 12",,7,BN,BENUE STATE,161,NG,Nigeria,,,
189,VANDEIKYA II,SC/189/BN,State Constituency,"Ward 01, 02, 04, 05, 09 & 10",,7,BN,BENUE STATE,161,NG,Nigeria,,,
190,ABADAM,SC/190/BO,State Constituency,"AREDE, BANOWA, FOGUWA, ,JABULAM, KUDO-KURGU, KESSA'A, MALLAM KAU, YA'U, YAWA KURA, YITUWA",,8,BR,BORNO STATE,161,NG,Nigeria,,,
191,ASKIRA,SC/191/BO,State Constituency,"ASKIRAEAST, CHUL ROMINGO, DILE/HUYIM, HUSARA/TAMPUL, KOPA/MULTAFU, ,LASSA, MUSSA, NGOHI, NGULDE, UBA, UDA/UVU, WAMDEO/GIWI, ,ZADAWA/HAUSARI, ",,8,BR,BORNO STATE,161,NG,Nigeria,,,
192,BAMA,SC/192/BO,State Constituency,"DICHARI/JERE/DARJAMAL, KASUGULA, LAWANTI/MAL. MASTARI/ABARAM, MBULAYA/GONIRI/SIRAJO, SABSAWA/SOYE/BULONGO, SHEHURI/HAUSARI/MAIRI",,8,BR,BORNO STATE,161,NG,Nigeria,,,
193,BAYO,SC/193/BO,State Constituency,"BALBAYA, BRIYAL, FIKAYEL, GAMADADI, JARAGOL, JARADALI, LIMANTI, TELI, WUYO, ZARA",,8,BR,BORNO STATE,161,NG,Nigeria,,,
194,BIU,SC/194/BO,State Constituency,"BURATAI, DADIN KOWA, DUGJA, GARUBULA, GUR, KENKEN, ,MANDARAGIRAU, MARINGA, SILUMTHLA, ,YAWI, ZARAWUYAKU",,8,BR,BORNO STATE,161,NG,Nigeria,,,
195,CHIBOK,SC/195/BO,State Constituency,"CHIBOK GARU, CHIBOK LIKAMA, CHIBOK WHUNTAKU, GATAMARWA, KAUTIKARI, KORONGLIM, KUBURMBULA, ,MBALALA,MBOA KURA,SHIKARKIR, PEMI",,8,BR,BORNO STATE,161,NG,Nigeria,,,
196,DAMABOA,SC/196/BO,State Constituency,"AJIGIN 'A', AJIGIN'B',AZUR/MULTE/FORFOR,BEGO/YERWA,DAMBOA, GUMSURI/MISA, KAFA/MAFI, MULGWI/KOPCHI, ,NZUDA/WUYARAM, WAWA/KOREDE",,8,BR,BORNO STATE,161,NG,Nigeria,,,
197,DIKWA,SC/197/BO,State Constituency,"BOBOSHE, DIKWA, GAJIBO,UFEYE/GUJILE, MULIYE/JEMURI, MUDU/KAZA, ,MALLAM MAJA, NGUDORAM, ,MAGARTA/SHERIFRI, SOGOMA/AFUYE",,8,BR,BORNO STATE,161,NG,Nigeria,,,
198,GUBIO,SC/198/BO,State Constituency,"ARDIMI, DABIRA, FELO,GAMOWO, GAZABURE,GUBIO TOWN I, GUBIO TOWN II, KINGOWA, NGETRA, ZOWO",,8,BR,BORNO STATE,161,NG,Nigeria,,,
199,GULUMBA,SC/199/BO,State Constituency,"Wards 01, 02, 04, 06, 08, 12-14",,8,BR,BORNO STATE,161,NG,Nigeria,,,
200,GUZAMALA,SC/200/BO,State Constituency,"ADUWA,GUDUMBALI EAST, GUDUMBALI WEST, GUWORAM, GUZAMALA  EAST, GUZAMALA WEST, KINGARWA, MAIRARI,MODURI, WAMIRI",,8,BR,BORNO STATE,161,NG,Nigeria,,,
201,GWOZA,SC/201/BO,State Constituency,"ASHIGASHIYA,BITA/ZGE,DURE/WALA/WARABE, GAVVA/GAPALWA,GUDUF/NADADIYO,GWOZA TOWN/GADAMAYO,GWOZA WAKANE/BULABULIN,HAMAGBA/LIMANKARA, ,KIRAWA/JIMINI, KURANA BASSA/NGOSHE SAMA, ,NGOSHE, PULKA/BOKKO",,8,BR,BORNO STATE,161,NG,Nigeria,,,
202,HAWUL,SC/202/BO,State Constituency,"DULINGWI, DZAR/VINADAM,GWZNANG/PUSDA,HIZHI/BWALA,KIDA,KWAJAFFA/HARANG,KWAYA BURA,MARAMA/KIDANG, ,PAMA/WHITAMBAYA,PUBA/VIDAU LOKOJA, SAKWA/HEMA,SHAFFA",,8,BR,BORNO STATE,161,NG,Nigeria,,,
203,JERE,SC/203/BO,State Constituency,"ALAU,BA'ALE GALTIMARI,DALA LAWANTI,DUSUMAN,GONGULONG. MAIMUSARI, MASHAMARI,NGUDDA/ADDAMARI,OLD MAIDUGURI, TUBA, MAIRI,GOMARI",,8,BR,BORNO STATE,161,NG,Nigeria,,,
204,KAGA,SC/204/BO,State Constituency,"AFA/DIG.MAUDORI,BENISHIEKH,BORGOMA/JALORI,DONGO,GALANDI,GUWO,KARAGAWARU,MAINOK,MARGUBANGAMDU,SHETTIMARI,TBOLO,WAJIRO/BURGUMA,WASSARAM",,8,BR,BORNO STATE,161,NG,Nigeria,,,
205,KALA BALGE,SC/205/BO,State Constituency,"MAHOLO,JILBE'A',JILBE'B'/KOMA KAUDI,JARAWA,KALA,KALMA-KUMAGA,RANN'A'-WUMBI,RANN'B'/DAIMA ABORI,MADA,SIGAL KARCHE",,8,BR,BORNO STATE,161,NG,Nigeria,,,
206,KONDUGA,SC/206/BO,State Constituency,"AUNO/CHABOL,DALORI/WANORI,DALWA EAST/MALARI/KAIGAMARI,JEWU/LAMBOA, KAWURI KELLUMRI/NGALE,MASBA/DALWA,NYALERI/SANDIA/YAJIWA,SOJIRI/NGURO NGURO",,8,BR,BORNO STATE,161,NG,Nigeria,,,
207,KUKAWA,SC/207/BO,State Constituency,"ALAGARNO,BAGA,BUNDUR,DOGOSHI,DORO/DUGURI, KAUWA,KEKENO,KUKAWA,MODUARI/BARWATI,YOYO",,8,BR,BORNO STATE,161,NG,Nigeria,,,
208,KWAYA KUSAR,SC/208/BO,State Constituency,"GONDI,GUSIBILLA,GUWAL,KUBUKU,KURBA,KWAYA KUSAR,PETA,WADA,WAWA,YIMIRITHLANG",,8,BR,BORNO STATE,161,NG,Nigeria,,,
209,MAFA,SC/209/BO,State Constituency,"ABBARI,ANADUWA,GAWA,KOSHEKE,LAJE,LIMANTI,LOSKURI,MA'AFA,MAFA,MASU,MUJIGINE,TAMSU-NGAMDUA",,8,BR,BORNO STATE,161,NG,Nigeria,,,
210,MAGUMERI,SC/210/BO,State Constituency,"ARDORAM,AYI/YASKA,BORNO YESU,FURRAM,GAJIGANNA I,GAJI GANNA II, HOYO/CHINGOWA,KALIZORAM/BURAM,KAERAM,KUBTI,MAGUERI,NGAMMA,NGUBALA",,8,BR,BORNO STATE,161,NG,Nigeria,,,
211,MAIDUGURI M.C,SC/211/BO,State Constituency,"BOLORI I,BOLRO II,BULABULIN,FEZZAN,GAMBORU LIBERTY,GWANGE I,GWANJE II,GWANJE III,HAUSARI/ZANGO,LAMISULA/JABBAMARI,LIMAMTI,MAFONI,MAISANDARI,SHEHURI NORTH, SHEHUR SOUTH",,8,BR,BORNO STATE,161,NG,Nigeria,,,
212,MARTE,SC/212/BO,State Constituency,"ALA,ALLA LAWANTI,BORSORI,GUMNA,KABULAWA,KIRENOWA,KULLI,MARTE,MAWULLI,NGELEIWA,NJINE,ZAGA",,8,BR,BORNO STATE,161,NG,Nigeria,,,
213,MOBBAR,SC/213/BO,State Constituency,"ASAGA,BOGUM,CHAMBA,DAMASAK,DUJI,GASHIGAR,KARETO,LAYI,ZANNA UMARTI,ZARI",,8,BR,BORNO STATE,161,NG,Nigeria,,,
214,MONGUNO,SC/214/BO,State Constituency,"DAMAKULI,KAGURAM,KUMALIA,MOFIO,MANDALA,MINTAR,MONGUNO,NGURNO,SURE,WULO,YELE,ZULUM",,8,BR,BORNO STATE,161,NG,Nigeria,,,
215,NGALA,SC/215/BO,State Constituency,"DARRACK,FUYE,GAMBORU'B',GAMBORU'A',LOGOMANE,NDUFU,NGALA,OLD GAMBORU'A' TUNOKALIA,WARSHELE,WULGO,WURGE",,8,BR,BORNO STATE,161,NG,Nigeria,,,
216,NGANZAI,SC/216/BO,State Constituency,"ALARGE,BADU,DAMARAM,GAJIRAM,GADAI,JIGALTA,KUDA,KURNAWA,MAIWA,MIYE,SABSABUWA,SURGUNDURE",,8,BR,BORNO STATE,161,NG,Nigeria,,,
217,SHANI,SC/217/BO,State Constituency,"BARGU/BURASHIKA,BUMA,GASI/SALIFAWA,GORA,GWALASHO,GWASKARA,KOMBO,KUBO,KWABA,SHANI,WALAMA",,8,BR,BORNO STATE,161,NG,Nigeria,,,
218,ABI,SC/218/CR,State Constituency,"ADADAMA, AFAFANYI/IGONIGONI, EBOM, EKUREKU I, EKUREKU II, IMABANA I, IMABANA II, ITIGIGI, USUMUTONG",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
219,AKAMKPA I,SC/219/CR,State Constituency,"AKAMKPA URBAN, AWI, MBARAKOM, IKO, UYANGA",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
220,AKAMKPA II,SC/220/CR,State Constituency,"OJUK SOUTH, OJUK NORTH, IKPAI, EKU, OBAN",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
221,AKPABUYO,SC/221/CR,State Constituency,"ATIMBO EAST, ATIMBO WEST, ENEYO, IDUNDU/ANYAGASE, IKANG CENTRAL, IKANG NORTH, IKANG SOUTH, IKOT EDEM ODO, IKOT EYO, IKOT NAKANDA",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
222,BAKASSI,SC/222/CR,State Constituency,"ABANA, AKPANIKANYA, AKWA, AMBAI EKPA, AMOTO, ARCHIBONG, ATAI EMA, EFUT IWANG, EKPOT ABIA, ODIONG",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
223,BIASE,SC/223/CR,State Constituency,"ABAYONG, ADIM, AGUAGUNE/OKURIKE, AKPET/ABINI, BIAKPAN, EHOM, EREI NORTH, EREI SOUTH, IKUN/ETONO,UMON NORTH, UMON SOUTH",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
224,BOKI I,SC/224/CR,State Constituency,"ABO, ALANKWU, BEEBO/BUMAJI, BOJE, BUENTSEBE",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
225,BOKI II,SC/225/CR,State Constituency,"BUDA, BUNYIA/OKUBUCHI, EKPASHI, KAWAGOM/BAWOP, OGEP/OSOKOM, OKU/BORUM/NJUA",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
226,BEKWARRA,SC/226/CR,State Constituency,"ABOUCHICHE, AFRIKE OCHAGBE, AFRIKE OKPECHE, BETEN, GAKEM, IBIARAGIDI, NYANYA, OTUKPURU, UGBORO, UKPAH",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
227,CALABAR MUNICIPAL,SC/227/CR,State Constituency,"WARD ONE, WARD TWO, WARD THREE, WARD FOUR, WARD FIVE, WARD SIX, WARD SEVEN, WARD EIGHT, WARD NINE, WARD TE",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
228,CALABAR SOUTH I,SC/228/CR,State Constituency,"WARD ONE, WARD TWO, WARD THREE, WARD FOUR, WARD FIVE, WARD SIX, WARD SEVEN, WARD EIGHT, WARD NINE",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
229,CALABAR SOUTH II,SC/229/CR,State Constituency,"WARD TEN, WARD ELEVEN, WARD TWELVE",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
230,ETUNG,SC/230/CR,State Constituency,"ABIA, ABIJANG, AGBOKIM, AJASSOR, BENDEGHE EKIEM, EFFRAYA, ETOMI, ITAKA, MKPOT/AYUKABA, NSOFANG",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
231,IKOM I,SC/231/CR,State Constituency,"AKPARABONG, IKOM URBAN I, IKOM URBAN II, OFUTOP I, OFUTOP II, OLULUMO, YALA/NKUM",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
232,IKOM II,SC/232/CR,State Constituency,"ABANYUM, NDE, NNAM, NTA/NSELLE",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
233,OBANLEKU,SC/233/CR,State Constituency,"BASANG, BEBI, BECHEVE, BENDI I, BENDI II, BISHIRI NORTH, BISHIRI SOUTH, BISU, BUSI, UTANGA",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
234,OBUBRA I,SC/234/CR,State Constituency,"OBUBRA URBAN, OFUMBONGHA/YALA, OSOPONG I, OSOPONG II,",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
235,OBUBRA II,SC/235/CR,State Constituency,"ABABENE, APIAPUM, IYAMOYONG, OCHON OFAT,OFODUA, OVONUM",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
236,OBUDU,SC/236/CR,State Constituency,"ALEGE/UBANG, ANGIABA/BEGIAKA, BEGIADING, IDONG, OBUDU URBAN I, OBUDU URBANII, UKPE, UTUGWANG CENTRAL, UTUGWANG NORTH, UTUGWANG SOUTH",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
237,ODUKPANI,SC/237/CR,State Constituency,13 RAS OF ODUKPANI LGA,,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
238,OGOJA,SC/238/CR,State Constituency,10 RAS OF OGOJA LGAs,,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
239,YAKURR I,SC/239/CR,State Constituency,"8 RASs OF YAKURR LGA 1,2,4,5,6,7, 8, AND 13",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
240,YAKURR II,SC/240/CR,State Constituency,"5 RAs OF YAKURR LGA (9,10,11,12,&3)",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
241,YALA I,SC/241/CR,State Constituency,"8 RAs OF YALA LGA (1,2,3,4,5,6,7,8,)",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
242,YALA II,SC/242/CR,State Constituency,"6 RAS OF YALA LGA (9,10,11,12,13,14)",,9,CR,CROSS RIVER STATE,161,NG,Nigeria,,,
243,ANIOCHA NORTH,SC/243/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
244,ANIOCHA SOUTH,SC/244/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
245,BOMADI,SC/245/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
246,BURUTU ,SC/246/DT,State Constituency,Ward 01 – 06,,10,DT,DELTA STATE,161,NG,Nigeria,,,
247,BURUTU NORTH,SC/247/DT,State Constituency,"Ward 04, 07 – 09, 10 & 11",,10,DT,DELTA STATE,161,NG,Nigeria,,,
248,ETHIOPE EAST,SC/248/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
249,ETHIOPE WEST,SC/249/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
250,IKA NORTH EAST,SC/250/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
251,IKA SOUTH,SC/251/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
252,ISOKO NORTH,SC/252/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
253,ISOKO SOUTH I,SC/253/DT,State Constituency,"Ward 01, 02, 05, 10 & 11",,10,DT,DELTA STATE,161,NG,Nigeria,,,
254,ISOKO SOUTH II,SC/254/DT,State Constituency,"Ward 03, 04 & 06 – 09",,10,DT,DELTA STATE,161,NG,Nigeria,,,
255,NDOKWA EAST,SC/255/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
256,NDOKWA WEST,SC/256/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
257,OKPE,SC/257/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
258,OSHIMILI NORTH,SC/258/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
259,OSHIMILI SOUTH,SC/259/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
260,PATANI,SC/260/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
261,SAPELE,SC/261/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
262,UDU,SC/262/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
263,UGHELLI NORTH I,SC/263/DT,State Constituency,Ward 01 – 04 & 08,,10,DT,DELTA STATE,161,NG,Nigeria,,,
264,UGHELLI NORTH II,SC/264/DT,State Constituency,"Ward 05 – 07, 09, 10 & 11",,10,DT,DELTA STATE,161,NG,Nigeria,,,
265,UGHELLI SOUTH,SC/265/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
266,UKWUANI,SC/266/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
267,UVWIE,SC/267/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
268,WARRI NORTH,SC/268/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
269,WARRI SOUTH I,SC/269/DT,State Constituency,Ward 01 – 06,,10,DT,DELTA STATE,161,NG,Nigeria,,,
270,WARRI SOUTH II,SC/270/DT,State Constituency,Ward 07 – 12,,10,DT,DELTA STATE,161,NG,Nigeria,,,
271,WARRI SOUTH-WEST,SC/271/DT,State Constituency,The entire LGA,,10,DT,DELTA STATE,161,NG,Nigeria,,,
272,ABAKALIKI NORTH,SC/272/EB,State Constituency,"Ward 01, 06 – 08, 10, 11 & 14",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
273,ABAKALIKI SOUTH,SC/273/EB,State Constituency,"Ward 02 – 05, 09, 12 & 13",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
274,AFIKPO NORTH EAST,SC/274/EB,State Constituency,Ward 01 – 04 & 06,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
275,AFIKPO NORTH WEST,SC/275/EB,State Constituency,Ward 05 & 07 - 12,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
276,AFIKPO SOUTH EAST,SC/276/EB,State Constituency,"Ward 01, 03, 05 & 09 – 11",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
277,AFIKPO SOUTH WEST,SC/277/EB,State Constituency,"Ward 02, 04 & 06 – 08",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
278,EBONYI NORTH EAST,SC/278/EB,State Constituency,"Ward 03, 07 – 10, 12 & 13",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
279,EBONYI NORTH WEST,SC/279/EB,State Constituency,"Ward 01, 02, 04 – 06 & 11",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
280,EZZA NORTH EAST,SC/280/EB,State Constituency,"Ward 01 – 03, 05, 06 & 10",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
281,EZZA NORTH WEST,SC/281/EB,State Constituency,"Ward 04, 07 – 09 & 11",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
282,EZZA SOUTH,SC/282/EB,State Constituency,The entire LGA,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
283,IKWO NORTH,SC/283/EB,State Constituency,"Ward 02 – 06, 14, 15 & 18 – 20",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
284,IKWO SOUTH,SC/284/EB,State Constituency,"Ward 01, 07 – 13, 16 & 17",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
285,ISHIELU NORTH,SC/285/EB,State Constituency,"Ward 02, 09 – 13 & 16",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
286,ISHIELU SOUTH,SC/286/EB,State Constituency,"Ward 01, 03 – 08, 12, 14 & 15",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
287,IVO,SC/287/EB,State Constituency,The entire LGA,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
288,IZZI EAST,SC/288/EB,State Constituency,Ward 08 – 14,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
289,IZZI WEST,SC/289/EB,State Constituency,Ward 01 – 07,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
290,OHAOZARA EAST,SC/290/EB,State Constituency,Ward 01 – 03 & 05 – 08,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
291,OHAOZARA WEST,SC/291/EB,State Constituency,Ward 04 & 09 – 11,,11,EB,EBONYI STATE,161,NG,Nigeria,,,
292,ONICHA EAST,SC/292/EB,State Constituency,"Ward 01, 04, 06 & 09 – 11",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
293,ONICHA WEST,SC/293/EB,State Constituency,"Ward 02, 03, 05, 07, 08 & 12",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
294,OHAUKWU NORTH,SC/294/EB,State Constituency,"Ward 01, 02, 05, 07 & 13 - 15",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
295,OHAUKWU SOUTH,SC/295/EB,State Constituency,"Ward 04, 06 & 08 - 12",,11,EB,EBONYI STATE,161,NG,Nigeria,,,
296,AKOKO EDO I,SC/296/ED,State Constituency,"IMIOGA/LAMPESE/BEKUMA/EKPE, IBILO/EKPESA/ EKOR/IKIRAN-ILE/OKE, MAKEKE",,12,ED,EDO STATE,161,NG,Nigeria,,,
297,AKOKO EDO II,SC/297/ED,State Constituency,"IGARA I, IGARA II, EWAN/ ATTE/ IKPESHI/ EGBIGELE, UNEME-NEKHUA /AKPAMA/ AYETORO /EKPEDO /ERHURHUN/ OSU, OSOSO",,12,ED,EDO STATE,161,NG,Nigeria,,,
298,ESAN CENTRAL,SC/298/ED,State Constituency,"UNEAH,UWESSAN I,UWESSAN II,IKEKATO,OTORUWA I,OTORUWA II,EWU I,EWU II,OKPOJI,UGBEGUN",,12,ED,EDO STATE,161,NG,Nigeria,,,
299,ESAN WEST,SC/299/ED,State Constituency,"OGWA,UJIOGBA,EGORO/IDOA/UHUN,EMAUDO/EGUARE EKPOMA,IHUMUDUMU/IDUMERO/UKE/UJEME,IRUEKPEN,EMUHI/UKPENU/UJOELEN,UROHI,VHIELE,ILEH/EKO/INEH",,12,ED,EDO STATE,161,NG,Nigeria,,,
300,ESAN NORTH EAST I,SC/300/ED,State Constituency,"EGBERE,OBEIDU,ARUE,UELEN/OKUGBE,IDUMU-OKOJIE",,12,ED,EDO STATE,161,NG,Nigeria,,,
301,ESAN NORTH EAST II,SC/301/ED,State Constituency,"UZEA,AMEDEOKHIAN,EFANDION,UWALOR,EWOYI,UBIERUMU",,12,ED,EDO STATE,161,NG,Nigeria,,,
302,ESSAN SOUTH EAST,SC/302/ED,State Constituency,"EWOHIMI I,EWOHIMI II,EWATTO,OHORDUA,EMU,UBIAJA I,UBIAJU II,ILLUSHI I,ILLUSHI II,UGBOHA",,12,ED,EDO STATE,161,NG,Nigeria,,,
